rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
224,SIU Edwardsville,OVC,22-12,101.03280479277664,273,105.90285788825643,162,0.36786540573385895,224,22.0,12.0,13.0,7.0,13-7,0.2972235500373152,0.3102081900106059,0.24646611516379827,0.2972235500373152,0.3102081900106059,0.24646611516379827,0.90082329411252,0.860781600067662,102.47330599528287,109.15895709262264,102.47330599528287,109.15895709262264,100.79346071519494,106.99181396010651,91.55405214210548,104.26009128830023,0.18324278487559542,3.0,0.043046137764922165,1415.0,1333.0,1350.0749999999998,1.0480899209303187,0.9873525544877138,0.0,0.65,-7.675301154934609,153,77,66.19401366190512
225,Fordham,A10,12-21,106.26399766925172,187,111.40520178725987,270,0.3674095587820844,225,12.0,21.0,3.0,15.0,3-15,0.511075096198409,0.3967398958033612,0.5895334321883543,0.511075096198409,0.3967398958033612,0.5895334321883543,0.8416181420179611,0.8621267086469698,106.15917803182013,104.9413269001611,106.15917803182013,104.9413269001611,104.60101764663847,112.66691101045387,104.47746641395067,103.59661773317218,0.5243226470328323,2.0,-0.03247338583070419,1283.0,1446.0,1268.9624999999999,1.0110621866288405,1.1395135790064719,0.0,0.16666666666666666,-14.054266003107646,280,262,69.83326931303183
226,Hofstra,CAA,15-18,97.90190637999666,325,102.72053796002416,97,0.3652777142915032,226,15.0,18.0,6.0,12.0,6-12,0.3872661234092535,0.4318628140628888,0.3734178888541071,0.3872661234092535,0.4318628140628888,0.3734178888541071,0.8948199721322979,0.8418168422128931,104.86091493918944,107.96607543814108,104.86091493918944,107.96607543814108,96.87838052802344,103.29795568774597,88.95986458448883,105.54646986182811,0.12280740786737622,1.0,-0.042661120003911146,1157.0,1167.0,1154.4375000000002,1.0022196957392668,1.0108819230144548,0.0,0.3333333333333333,-13.352540050937131,266,285,63.861137691124114
227,Vermont,AE,21-12,99.88841056252483,297,104.89416549367166,136,0.3630086080118502,227,21.0,12.0,13.0,3.0,13-3,0.31789144079883674,0.4049705943228409,0.253757174080876,0.31789144079883674,0.4049705943228409,0.253757174080876,0.9088024571694976,0.851024317030043,102.91620915644084,109.85329104695964,102.91620915644084,109.85329104695964,103.29243400289135,105.06328493439531,79.10575712136605,105.93464939269758,0.03362044069445411,1.0,0.056120199763769474,1095.0,1007.0,1008.825,1.085421158278195,0.998190964736203,0.0,0.8125,-8.04009904780274,161,51,62.844391904077284
228,Longwood,BSth,18-14,105.09104322024379,204,110.4932168087538,257,0.3597472267343756,228,18.0,14.0,7.0,9.0,7-9,0.3620842285301976,0.3350441280302451,0.379897745768339,0.3620842285301976,0.3350441280302451,0.379897745768339,0.9019467584351478,0.8895112715565726,105.6861809438287,110.28578055259713,105.6861809438287,110.28578055259713,106.47402665872504,113.0884546249569,116.5695883814693,113.91233423490839,0.565909602259315,1.0,0.0245292091201168,1238.0,1252.0,1117.2,1.10812746151092,1.1206587898317222,0.0,0.4375,-9.678415655263928,195,121,69.2060897973441
229,UMKC,Sum,13-20,100.60979162557382,283,105.80980557502829,160,0.3590415492200628,229,13.0,20.0,4.0,12.0,4-12,0.40430187488040015,0.3586338569393902,0.4478181078857275,0.40430187488040015,0.3586338569393902,0.4478181078857275,0.8791806134859548,0.8568900640381268,108.2395661480382,109.41375477897448,108.2395661480382,109.41375477897448,100.48316820659647,104.59096935618527,94.23436826230845,102.98561240157375,0.2647840171379197,2.0,-0.09438099852839937,1094.0,1115.0,1044.8375,1.047052771363968,1.0671515905583404,0.0,0.25,-14.70659836649553,295,345,64.67578921271325
230,Delaware,CAA,16-20,109.21452708812927,119,114.87022121536418,325,0.3587894206081917,230,16.0,20.0,5.0,13.0,5-13,0.3977236885733703,0.38862728199857105,0.40275179548509055,0.3977236885733703,0.38862728199857105,0.40275179548509055,0.8994117287586635,0.8738782926990717,104.47665012696375,107.59022586197092,104.47665012696375,107.59022586197092,107.11429990706527,117.18806723648666,122.39681668028066,123.0151504194751,0.48551646889272976,1.0,-0.04056288251380513,1353.0,1444.0,1255.2250000000001,1.077894401402139,1.1503913640980699,0.0,0.2777777777777778,-15.008618746263739,299,281,70.53098655828639
231,Campbell,CAA,15-17,101.25878129139974,270,106.50611165575407,173,0.35869935225301997,231,15.0,17.0,10.0,8.0,10-8,0.3649430551632642,0.3338764556257087,0.3877219123031686,0.3649430551632642,0.3338764556257087,0.3877219123031686,0.8971904166621842,0.8637252255855782,104.78158517576445,109.31798475000978,104.78158517576445,109.31798475000978,103.03827857884619,103.7731875060777,109.82916757421214,121.34016351182376,0.24117928937234698,2.0,-0.050583763666144144,1259.0,1193.0,1185.6875000000002,1.061831216066628,1.0061673079964153,0.0,0.5555555555555556,-12.564445472252686,250,299,66.08615656349238
232,UNC Asheville,BSth,21-11,107.08517563743024,158,112.6577911368471,298,0.3581510518379127,232,21.0,11.0,11.0,5.0,11-5,0.35713976965722916,0.33341313984005067,0.3800939024017532,0.35713976965722916,0.33341313984005067,0.3800939024017532,0.8923772657575569,0.8616969399062366,106.05162706338514,109.62031323151434,106.05162706338514,109.62031323151434,108.94316867514972,113.73723969906706,92.40892880626873,114.32703657925185,0.07961027783406369,1.0,0.12209544826122853,1297.0,1283.0,1138.25,1.13946848231935,1.1271688996266198,0.0,0.6875,-6.432398568571296,133,8,68.09905858447415
233,Richmond,A10,10-22,103.52751960778853,226,108.91597358032061,231,0.35812737065417977,233,10.0,22.0,5.0,13.0,5-13,0.5101915672611665,0.3569384568303684,0.6190936730039484,0.5101915672611665,0.3569384568303684,0.6190936730039484,0.833420829599996,0.8805665231548774,107.5293624425871,104.92949998719453,107.5293624425871,104.92949998719453,103.8564112912753,107.3034787237068,99.37848919141965,121.97919908520043,0.08654886279135739,3.0,-0.07744105974905174,1141.0,1263.0,1151.8500000000001,0.9905803707079913,1.0964969397056907,0.0,0.2777777777777778,-15.042197035316745,300,333,64.07730100639202
234,Tennessee St.,OVC,17-16,103.11209106529671,237,108.52009167360703,217,0.35712493130830814,234,17.0,16.0,12.0,8.0,12-8,0.2800423423478076,0.3395602906746395,0.24752177409795384,0.2800423423478076,0.3395602906746395,0.24752177409795384,0.9324050975204564,0.8816891030646498,100.88875842282964,109.15335450424733,100.88875842282964,109.15335450424733,103.85399107316687,106.94146339065146,106.70054208084863,94.34614064382392,0.8045757891824253,1.0,-0.09411323488723677,1537.0,1450.0,1447.625,1.061739055349279,1.0016406182540367,0.0,0.6,-12.89605781630636,256,344,70.77360182648624
235,Elon,CAA,17-16,106.49183614736292,180,112.13945961301856,287,0.35565758126380004,235,17.0,16.0,8.0,10.0,8-10,0.367871658785021,0.37250970243831466,0.3694520114884374,0.367871658785021,0.37250970243831466,0.3694520114884374,0.910461224420518,0.886790248127409,104.33038109790574,108.64205091337028,104.33038109790574,108.64205091337028,105.08860584103465,111.87986876496105,111.1686929242089,105.71898811143137,0.6406161205915516,1.0,0.005578223381963232,1274.0,1275.0,1180.7250000000001,1.0789980732177262,1.0798450104808486,0.0,0.4444444444444444,-10.928638242121774,218,164,65.32128050995203
236,Maine,AE,20-14,99.15310814465342,309,104.49222443995276,126,0.35362431948083173,236,20.0,14.0,10.0,6.0,10-6,0.3015962474164306,0.32771754264874303,0.2549104819256074,0.3015962474164306,0.32771754264874303,0.2549104819256074,0.915990800366282,0.8792801155424212,103.29178843078707,110.87896825992662,103.29178843078707,110.87896825992662,101.00991600215508,105.92691707491059,105.13001946403485,101.13692310224384,0.6095235210538036,1.0,0.016121344392727166,1139.0,1065.0,1064.0375,1.0704509944433351,1.0009045733820472,0.0,0.625,-10.210686875314703,204,137,66.21540373742704
237,South Dakota,Sum,19-14,108.54495313982828,132,114.44540147469911,319,0.3523478518075484,237,19.0,14.0,9.0,7.0,9-7,0.40841441271784806,0.34113819023244807,0.44864091050151733,0.40841441271784806,0.34113819023244807,0.44864091050151733,0.8841037771030844,0.8756170012639867,107.4311287708535,109.338523997426,107.4311287708535,109.338523997426,108.11317293140986,114.02236306867225,111.2549639791146,117.77920731883862,0.3417842932018971,2.0,0.09688199769782535,1353.0,1379.0,1200.8500000000001,1.126701919473706,1.1483532497814046,0.0,0.5625,-8.801930777074,176,16,74.76172536433114
238,Harvard,Ivy,12-15,102.1730677473941,254,107.92927476542789,203,0.34744424913546507,238,12.0,15.0,7.0,7.0,7-7,0.4054934185299257,0.3739120488217576,0.4348189761160817,0.4054934185299257,0.3739120488217576,0.4348189761160817,0.8836010458058283,0.8723162418497157,104.89926464476243,107.9969513591143,104.89926464476243,107.9969513591143,103.61026444872083,107.669166127634,108.81982749057534,104.94124851725627,0.6028533483857064,1.0,-0.020770324260986073,976.0,1022.0,938.9124999999999,1.0395004859345254,1.0884933367060297,0.0,0.5,-10.77684575809064,212,229,65.93568991111799
239,Northern Kentucky,Horz,17-16,103.19666145141156,236,109.04247752960242,235,0.3466807519377124,239,17.0,16.0,11.0,9.0,11-9,0.4077039610783345,0.4630241839397326,0.3840762256145987,0.4077039610783345,0.4630241839397326,0.3840762256145987,0.8867992141249504,0.8239329687619089,105.88284774544981,108.7986775643538,105.88284774544981,108.7986775643538,102.89533029756231,109.96804657754095,88.54752934456297,96.32604355892511,0.2752211717929487,1.0,0.0375712124104553,1443.0,1469.0,1363.0499999999997,1.0586552217453506,1.0777300906056273,0.0,0.55,-10.92686254859309,217,90,66.18725488877226
240,Hawaii,BW,15-16,101.95842993297563,260,107.99812328448753,206,0.34033320510976905,240,15.0,16.0,7.0,13.0,7-13,0.42574164511626733,0.3913785014309967,0.4446413741431664,0.42574164511626733,0.3913785014309967,0.4446413741431664,0.8851055965914124,0.8988292129636247,105.28381734849891,107.29825128466757,105.28381734849891,107.29825128466757,101.3720123110496,108.86706226532363,95.5782312522373,116.27379220158261,0.09500242034053034,2.0,0.014255619922842688,1363.0,1454.0,1345.975,1.0126488233436728,1.0802578056798975,0.0,0.35,-11.106352988436422,220,139,66.0964255100424
241,Iona,MAAC,17-17,99.65480122271575,303,105.5657737381846,150,0.3401439554384851,241,17.0,17.0,12.0,8.0,12-8,0.31948139259425856,0.4245717050166459,0.25981136521931536,0.31948139259425856,0.4245717050166459,0.25981136521931536,0.9321633306837377,0.8846121185481866,102.42504438443011,109.98838712458347,102.42504438443011,109.98838712458347,98.83234289301834,105.30703349159535,79.45579825469366,113.7143806021436,0.015943634615848776,1.0,-0.03866826941170898,1427.0,1387.0,1388.1999999999998,1.0279498631321136,0.9991355712433369,0.0,0.6,-13.744742364124338,274,276,68.48992133315042
242,UT Arlington,WAC,13-18,106.4946006488039,179,112.82030633332259,303,0.3399372947892125,242,13.0,18.0,6.0,10.0,6-10,0.42720086367528404,0.40690121050240036,0.42784621209339835,0.42720086367528404,0.40690121050240036,0.42784621209339835,0.878725981782467,0.864004754127959,103.51108569186843,105.39306506396646,103.51108569186843,105.39306506396646,105.14050031874329,113.3159389956324,109.9265337103199,110.20120235815533,0.4928258147565772,2.0,-0.02832591503513532,1134.0,1184.0,1100.0499999999997,1.0308622335348396,1.0763147129675927,0.0,0.375,-12.847720787083798,254,246,67.83024970516175
243,Tulsa,Amer,13-20,102.09827038899616,257,108.18237194751876,212,0.33947146182219723,243,13.0,20.0,6.0,12.0,6-12,0.4496278549567595,0.3019863628888263,0.535962159172584,0.4496278549567595,0.3019863628888263,0.535962159172584,0.87708187714939,0.923056970157111,106.12023366816992,108.12998766864455,106.12023366816992,108.12998766864455,102.0803222678842,107.96712234907618,122.76728653402884,122.60191051580395,0.503875356884017,1.0,-0.045485883453313614,1213.0,1324.0,1193.3874999999998,1.0164343098951516,1.109446847733867,0.0,0.3333333333333333,-14.394565025574224,286,290,66.51867704097987
244,Georgia St.,SB,14-19,107.45525383129373,153,113.9226192077687,316,0.33802306125107967,244,14.0,19.0,8.0,10.0,8-10,0.41352038211602615,0.4293745051511854,0.40260430356085464,0.41352038211602615,0.4293745051511854,0.40260430356085464,0.8592002294550574,0.789429543197886,105.48683568623036,107.81565607355876,105.48683568623036,107.81565607355876,109.67471065521164,117.83973768890695,104.45255499888559,110.25958477013609,0.3492808685469012,3.0,-0.04391042729344463,1373.0,1407.0,1228.5375000000001,1.117589003184681,1.145264186074906,0.0,0.4444444444444444,-13.098894872015586,260,289,69.38239051637025
245,Georgia Southern,SB,17-16,103.22255867663478,233,109.57562424478783,243,0.33473049671002914,245,17.0,16.0,8.0,10.0,8-10,0.37907261338528875,0.40160386484017496,0.3747160607955527,0.37907261338528875,0.40160386484017496,0.3747160607955527,0.8921014429154535,0.8464524347675464,104.46407362523111,109.23719552238914,104.46407362523111,109.23719552238914,103.53672975105394,113.59278727559503,89.47949675648864,97.82936915070037,0.2638649545014392,2.0,0.02630714842868237,1311.0,1361.0,1239.2624999999998,1.057887251490302,1.0982338285875675,0.0,0.4444444444444444,-11.176137642227257,221,114,69.82168429897064
246,Sacred Heart,MAAC,15-18,105.2033972059267,202,111.71183318082262,278,0.3339638894016702,246,15.0,18.0,10.0,10.0,10-10,0.30915865859214325,0.38185221735549385,0.2715278602184791,0.30915865859214325,0.38185221735549385,0.2715278602184791,0.9261708237368862,0.8739604301302955,101.44863381869266,109.29717600442092,101.44863381869266,109.29717600442092,107.47859024521006,114.1487298748502,89.11549080417933,104.64464330398873,0.1361871078290599,1.0,-0.09395547284587707,1560.0,1522.0,1409.2875000000004,1.1069423378835046,1.0799783578581372,0.0,0.5,-14.596150785569701,291,343,70.56444643970482
247,North Dakota,Sum,12-21,107.81118752143308,142,114.53983485447367,320,0.33264991010221856,247,12.0,21.0,5.0,11.0,5-11,0.45074004095591086,0.4300546377556835,0.4510647909197658,0.45074004095591086,0.4300546377556835,0.4510647909197658,0.8679607242311231,0.8416671795385303,108.29056575109733,108.05284737884352,108.29056575109733,108.05284737884352,109.96845388785856,117.1935998831558,112.4771154593695,103.15479024707078,0.7300684137616972,2.0,-0.05523757942001134,1270.0,1341.0,1125.2875,1.1286004687690925,1.1916954556057897,0.0,0.3125,-15.09702072497758,301,308,69.18699392299223
248,Portland,WCC,12-20,106.44455842941474,181,113.62271406995234,313,0.3207166395761522,248,12.0,20.0,7.0,11.0,7-11,0.4938088950907562,0.34456998988139453,0.6060560417694583,0.4938088950907562,0.34456998988139453,0.6060560417694583,0.8162603860830437,0.8980762621736649,107.99900158723611,105.68535779183715,107.99900158723611,105.68535779183715,110.3519432040259,114.45828495038651,103.76207386603379,105.66730345978301,0.4478794438184461,5.0,-0.012690708486956026,1324.0,1481.0,1244.4375,1.0639345085631058,1.1900959268745919,0.0,0.3888888888888889,-12.543512650968657,248,208,68.53977860425736
249,American,Pat,22-13,101.71620388827617,264,108.6808445514796,223,0.3182918832606984,249,22.0,13.0,13.0,5.0,13-5,0.3072082800540063,0.4310616550267377,0.2365241611664415,0.3072082800540063,0.4310616550267377,0.2365241611664415,0.9195961244567109,0.8453420521125776,102.97376332921557,110.24212366346423,102.97376332921557,110.24212366346423,100.49632520567567,108.27878662626175,96.31452422404067,114.2268823789323,0.12330192149686904,1.0,0.077377568792804,1200.0,1164.0,1136.6125,1.0557687866357268,1.024095723036655,0.0,0.7222222222222222,-8.23045731282205,167,27,63.76797448712041
250,Toledo,MAC,18-15,111.17767173303237,93,118.79222470793998,355,0.31824833341096403,250,18.0,15.0,10.0,8.0,10-8,0.43962192936189465,0.5045059490785601,0.37928425174519526,0.43962192936189465,0.5045059490785601,0.37928425174519526,0.8548087384456761,0.7732059848614601,106.37418120820351,107.72530091497812,106.37418120820351,107.72530091497812,111.22819735544395,119.87988973270139,91.08364640006708,99.85750428558956,0.25776678137742487,3.0,0.1265657180549769,1426.0,1457.0,1248.7374999999997,1.141953372906636,1.1667784462306932,0.0,0.5555555555555556,-8.824032237487714,177,7,68.58485546601047
251,Northern Arizona,BSky,18-16,104.2969587242024,217,111.5697034676833,274,0.3153586924120482,251,18.0,16.0,8.0,10.0,8-10,0.3352029933972041,0.2602259379493931,0.3772152268293074,0.3352029933972041,0.2602259379493931,0.3772152268293074,0.9252907005566995,0.9343744104286895,105.01681004424411,110.05984570405283,105.01681004424411,110.05984570405283,103.8648111090452,110.99034790470375,0.0,0.0,0.0,0.0,0.01977929820486779,1294.0,1296.0,1198.875,1.0793452194765927,1.0810134501094777,0.0,0.4444444444444444,-11.449482439443726,227,133,66.8029533155495
252,Idaho,BSky,14-19,107.86269009627699,140,115.44755452286886,333,0.3139947064329396,252,14.0,19.0,8.0,10.0,8-10,0.4022979361470896,0.42095305005486605,0.3773647951790528,0.4022979361470896,0.42095305005486605,0.3773647951790528,0.8889809219888513,0.8460712791578827,105.32368624007253,107.98001861680667,105.32368624007253,107.98001861680667,108.27983827820933,116.48197614822487,113.69440605032335,104.63208568571443,0.7221668426597554,1.0,-0.016996942597409304,1318.0,1364.0,1194.0625,1.1037948181104422,1.1423187647212771,0.0,0.4444444444444444,-14.01749462557098,278,217,66.5975081555187
253,Presbyterian,BSth,14-19,103.29518186632282,232,110.60453359889914,259,0.31297250231654405,253,14.0,19.0,7.0,9.0,7-9,0.38247349679839543,0.3554897272106433,0.3856567253906343,0.38247349679839543,0.3554897272106433,0.3856567253906343,0.9052748927221004,0.9023339557171489,106.5336211834981,109.87138642873002,106.5336211834981,109.87138642873002,103.75795804581945,110.72458717378694,0.0,0.0,0.0,0.0,-0.031523303024335814,1139.0,1149.0,1052.3125,1.0823780958603078,1.0918809764209776,0.0,0.4375,-13.785171031524138,275,256,64.69274440561992
